Sex,Age,5-year Age/Sex group,15-year Age/Sex group,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Males,87,Males - 85 to 89,Males - 75 and over,"5,083","5,389","5,896","6,055","6,277","6,384","6,733","6,735","6,463","6,667","6,999","7,070","7,493","7,900","8,135","8,532","8,798","9,175","9,799","9,673","10,658","11,280","12,109","14,315","13,868","13,603","14,002","14,320","14,531","14,928","15,104","15,647","16,329","16,546","17,026","17,754","17,973","18,815","19,238","19,559","19,428"
Males,88,Males - 85 to 89,Males - 75 and over,"4,219","4,493","4,787","5,203","5,376","5,596","5,648","5,996","5,978","5,782","5,992","6,232","6,262","6,658","7,043","7,259","7,619","7,864","8,209","8,775","8,671","9,564","10,133","10,890","12,887","12,499","12,274","12,649","12,952","13,159","13,530","13,702","14,207","14,839","15,050","15,499","16,176","16,389","17,171","17,571","17,879"
Males,89,Males - 85 to 89,Males - 75 and over,"3,571","3,666","3,900","4,150","4,560","4,717","4,890","4,941","5,253","5,235","4,997","5,165","5,430","5,476","5,844","6,187","6,383","6,706","6,929","7,240","7,748","7,665","8,465","8,978","9,661","11,448","11,117","10,932","11,281","11,568","11,764","12,108","12,273","12,738","13,317","13,519","13,936","14,558","14,763","15,481","15,857"
Males,90,Males - 90 and over,Males - 75 and over,"9,887","10,797","11,769","12,818","13,849","15,146","16,050","16,907","17,714","18,603","19,295","19,677","20,119","20,783","21,455","22,321","23,336","24,356","25,491","26,637","27,871","29,354","30,538","32,232","34,118","36,319","39,757","42,407","44,490","46,550","48,517","50,328","52,141","53,808","55,617","57,659","59,577","61,574","63,836","65,965","68,431"
Females,0,Females - 0 to 4,Females - 0 to 14,"33,897","36,384","37,350","37,393","37,874","39,905","37,915","37,748","37,800","36,705","37,684","36,544","38,236","39,513","40,285","40,714","41,206","41,658","42,044","42,494","43,045","43,624","44,240","44,897","45,594","46,305","47,117","47,952","48,782","49,592","50,359","51,066","51,710","52,281","52,775","53,200","53,561","53,866","54,130","54,370","54,612"
Females,1,Females - 0 to 4,Females - 0 to 14,"34,820","34,576","36,738","37,834","37,878","38,877","40,069","38,361","38,058","37,903","36,670","37,736","37,318","38,852","39,830","40,695","41,134","41,635","42,088","42,473","42,923","43,475","44,054","44,669","45,327","46,024","46,733","47,544","48,377","49,206","50,016","50,783","51,492","52,136","52,708","53,202","53,628","53,990","54,296","54,562","54,804"
Females,2,Females - 0 to 4,Females - 0 to 14,"34,349","35,566","35,306","37,256","38,460","38,553","39,333","40,298","38,804","38,229","37,590","36,784","38,455","37,935","39,177","40,241","41,115","41,563","42,064","42,517","42,902","43,352","43,904","44,483","45,099","45,757","46,452","47,160","47,970","48,802","49,630","50,440","51,208","51,917","52,562","53,134","53,629","54,056","54,419","54,727","54,994"
Females,3,Females - 0 to 4,Females - 0 to 14,"34,243","34,951","36,269","36,120","37,731","39,305","39,117","39,653","40,423","39,011","37,793","37,838","37,490","39,021","38,278","39,586","40,659","41,541","41,989","42,491","42,943","43,329","43,779","44,331","44,910","45,526","46,183","46,877","47,585","48,393","49,225","50,054","50,864","51,632","52,341","52,987","53,559","54,055","54,483","54,847","55,156"
Females,4,Females - 0 to 4,Females - 0 to 14,"33,829","34,886","35,665","36,936","36,980","38,341","39,816","39,437","39,937","40,378","38,653","38,014","38,511","38,045","39,333","38,696","39,998","41,079","41,961","42,409","42,911","43,364","43,750","44,200","44,752","45,332","45,947","46,603","47,296","48,002","48,811","49,643","50,472","51,282","52,051","52,760","53,406","53,979","54,476","54,905","55,270"
Females,5,Females - 5 to 9,Females - 0 to 14,"33,821","34,557","35,515","36,281","37,667","37,876","38,934","40,224","39,756","40,020","39,735","38,880","38,664","39,039","38,368","39,714","39,115","40,413","41,493","42,374","42,823","43,325","43,778","44,165","44,616","45,168","45,747","46,361","47,016","47,708","48,415","49,223","50,055","50,885","51,695","52,464","53,174","53,820","54,394","54,891","55,321"
Females,6,Females - 5 to 9,Females - 0 to 14,"32,521","34,206","35,176","36,057","36,875","38,460","38,411","39,312","40,417","39,931","39,482","39,901","39,466","39,135","39,316","38,710","40,056","39,491","40,776","41,855","42,735","43,183","43,686","44,139","44,526","44,978","45,529","46,107","46,719","47,372","48,064","48,771","49,579","50,411","51,240","52,050","52,819","53,529","54,175","54,750","55,248"
Females,7,Females - 5 to 9,Females - 0 to 14,"32,364","32,808","34,594","35,819","36,577","37,537","38,959","38,697","39,696","40,422","39,496","39,592","40,462","39,918","39,418","39,648","39,056","40,401","39,861","41,135","42,213","43,092","43,540","44,043","44,497","44,884","45,335","45,885","46,461","47,073","47,726","48,418","49,125","49,933","50,764","51,593","52,402","53,171","53,881","54,528","55,103"
Females,8,Females - 5 to 9,Females - 0 to 14,"31,791","32,625","33,178","35,039","36,415","37,294","37,951","39,268","38,945","39,825","39,958","39,576","40,134","40,899","40,202","39,748","39,984","39,404","40,742","40,226","41,489","42,566","43,444","43,893","44,396","44,850","45,237","45,687","46,236","46,811","47,423","48,076","48,768","49,475","50,283","51,113","51,942","52,751","53,520","54,230","54,877"
Females,9,Females - 5 to 9,Females - 0 to 14,"31,752","32,104","32,966","33,541","35,377","37,118","37,702","38,224","39,522","39,029","39,470","40,126","40,110","40,560","41,185","40,530","40,084","40,324","39,751","41,082","40,589","41,842","42,918","43,795","44,244","44,748","45,202","45,588","46,037","46,585","47,161","47,772","48,425","49,117","49,824","50,632","51,462","52,290","53,100","53,868","54,578"
Females,10,Females - 10 to 14,Females - 0 to 14,"31,681","32,089","32,492","33,274","33,860","35,821","37,569","38,054","38,529","39,744","38,758","39,655","40,644","40,533","40,848","41,511","40,864","40,424","40,663","40,096","41,421","40,949","42,193","43,268","44,145","44,594","45,097","45,551","45,936","46,384","46,933","47,509","48,120","48,774","49,466","50,173","50,980","51,810","52,638","53,447","54,216"
Females,11,Females - 10 to 14,Females - 0 to 14,"32,309","32,000","32,372","32,844","33,573","34,225","36,122","37,848","38,470","38,687","39,552","38,907","40,171","41,058","40,833","41,176","41,847","41,206","40,767","41,004","40,443","41,763","41,312","42,546","43,622","44,498","44,947","45,449","45,902","46,287","46,736","47,285","47,861","48,473","49,126","49,819","50,526","51,333","52,163","52,991","53,800"
Females,12,Females - 10 to 14,Females - 0 to 14,"32,135","32,713","32,370","32,703","33,160","33,970","34,499","36,431","38,187","38,659","38,534","39,760","39,415","40,581","41,357","41,164","41,509","42,188","41,546","41,108","41,344","40,788","42,103","41,672","42,898","43,973","44,848","45,296","45,799","46,251","46,637","47,086","47,635","48,212","48,824","49,478","50,170","50,878","51,685","52,515","53,343"
Females,13,Females - 10 to 14,Females - 0 to 14,"31,813","32,584","33,194","32,812","33,012","33,560","34,283","34,786","36,673","38,450","38,543","38,703","40,397","39,941","40,998","41,793","41,609","41,956","42,637","41,996","41,558","41,793","41,243","42,553","42,141","43,359","44,433","45,307","45,755","46,257","46,711","47,097","47,547","48,097","48,674","49,286","49,940","50,633","51,341","52,149","52,979"
Females,14,Females - 10 to 14,Females - 0 to 14,"32,714","32,281","33,007","33,646","33,273","33,442","33,914","34,577","35,128","36,918","38,358","38,771","39,639","41,159","40,595","41,668","42,465","42,291","42,634","43,316","42,676","42,239","42,474","41,930","43,235","42,844","44,053","45,126","46,000","46,447","46,951","47,405","47,793","48,244","48,795","49,373","49,986","50,641","51,335","52,044","52,852"
Females,15,Females - 15 to 19,Females - 15 to 29,"32,994","33,231","32,839","33,557","34,243","33,933","33,968","34,399","34,946","35,371","36,837","38,593","39,998","40,650","42,037","41,496","42,573","43,372","43,202","43,542","44,227","43,587","43,152","43,386","42,848","44,150","43,779","44,979","46,051","46,924","47,373","47,878","48,335","48,724","49,177","49,729","50,308","50,923","51,579","52,275","52,985"
Females,16,Females - 15 to 19,Females - 15 to 29,"33,936","33,746","34,019","33,688","34,353","35,164","34,585","34,578","34,958","35,281","35,311","37,053","40,244","41,395","41,912","43,308","42,784","43,869","44,663","44,497","44,831","45,520","44,877","44,441","44,674","44,141","45,439","45,092","46,281","47,355","48,231","48,682","49,189","49,647","50,038","50,492","51,046","51,627","52,244","52,902","53,600"
Females,17,Females - 15 to 19,Females - 15 to 29,"34,314","34,957","34,722","35,095","34,914","35,467","36,231","35,474","35,403","35,332","35,245","35,749","39,001","41,879","42,892","43,421","44,824","44,317","45,401","46,190","46,029","46,357","47,052","46,405","45,968","46,201","45,671","46,964","46,642","47,821","48,900","49,778","50,232","50,742","51,202","51,595","52,051","52,607","53,191","53,810","54,470"
Females,18,Females - 15 to 19,Females - 15 to 29,"35,483","35,799","36,616","36,635","37,124","37,166","37,712","38,469","37,828","36,380","35,232","36,418","37,999","40,884","43,537","44,589","45,133","46,545","46,045","47,128","47,913","47,756","48,078","48,780","48,130","47,691","47,920","47,392","48,681","48,384","49,556","50,640","51,523","51,979","52,491","52,954","53,349","53,807","54,366","54,952","55,574"
Females,19,Females - 15 to 19,Females - 15 to 29,"36,198","37,072","37,838","38,940","39,329","39,946","39,755","40,298","41,091","39,157","35,992","37,579","38,960","40,119","42,633","45,364","46,441","47,002","48,410","47,919","49,000","49,779","49,627","49,944","50,653","49,998","49,555","49,779","49,253","50,536","50,271","51,434","52,523","53,410","53,868","54,384","54,849","55,246","55,706","56,267","56,856"
Females,20,Females - 20 to 24,Females - 15 to 29,"38,434","37,747","38,676","39,778","41,103","41,738","42,023","41,639","41,864","41,556","38,004","38,534","40,419","41,309","41,956","44,597","47,346","48,449","49,015","50,419","49,937","51,015","51,789","51,643","51,953","52,669","52,006","51,556","51,774","51,251","52,532","52,302","53,455","54,549","55,439","55,900","56,418","56,886","57,285","57,748","58,311"
Females,21,Females - 20 to 24,Females - 15 to 29,"40,338","39,821","39,354","40,333","41,629","43,275","43,289","43,628","42,986","41,981","40,037","40,279","41,872","43,221","43,435","44,270","46,959","49,743","50,866","51,443","52,854","52,378","53,457","54,231","54,090","54,394","55,114","54,437","53,976","54,188","53,670","54,949","54,764","55,912","57,018","57,918","58,384","58,909","59,382","59,786","60,253"
Females,22,Females - 20 to 24,Females - 15 to 29,"40,611","41,629","41,440","41,000","42,259","44,060","45,397","45,518","45,409","43,251","40,223","41,677","43,945","44,940","45,477","45,901","46,779","49,518","52,323","53,467","54,055","55,476","55,005","56,086","56,860","56,725","57,015","57,740","57,047","56,575","56,785","56,273","57,550","57,413","58,555","59,674","60,584","61,056","61,587","62,066","62,474"
Females,23,Females - 20 to 24,Females - 15 to 29,"41,071","41,976","43,560","43,789","43,803","45,410","47,281","48,688","48,221","46,189","41,246","42,208","45,452","47,104","47,178","47,974","48,417","49,342","52,115","54,941","56,108","56,709","58,139","57,674","58,755","59,530","59,394","59,670","60,400","59,691","59,212","59,420","58,914","60,189","60,102","61,236","62,369","63,289","63,767","64,305","64,790"
Females,24,Females - 20 to 24,Females - 15 to 29,"40,975","42,388","43,627","45,424","45,688","46,121","47,693","49,366","50,334","48,312","43,584","43,203","45,852","48,499","49,170","49,523","50,350","50,813","51,763","54,569","57,416","58,605","59,219","60,658","60,199","61,281","62,049","61,913","62,175","62,909","62,190","61,704","61,910","61,410","62,682","62,646","63,769","64,916","65,846","66,329","66,873"
Females,25,Females - 25 to 29,Females - 15 to 29,"41,594","42,155","43,906","45,208","47,080","47,767","47,962","49,232","50,527","49,855","45,370","45,077","46,716","48,792","50,397","51,369","51,745","52,603","53,066","54,041","56,879","59,747","60,959","61,585","63,034","62,581","63,658","64,418","64,282","64,529","65,275","64,544","64,052","64,255","63,759","65,028","65,042","66,155","67,314","68,253","68,742"
Females,26,Females - 25 to 29,Females - 15 to 29,"42,522","43,155","43,625","45,603","46,839","48,996","49,581","49,811","50,712","50,457","47,361","46,802","48,089","49,164","50,121","52,033","53,013","53,403","54,261","54,732","55,722","58,565","61,434","62,659","63,291","64,733","64,287","65,355","66,101","65,967","66,207","66,961","66,227","65,735","65,936","65,448","66,713","66,768","67,864","69,027","69,970"
Females,27,Females - 25 to 29,Females - 15 to 29,"42,145","43,906","44,784","45,205","47,195","48,787","50,734","51,173","51,253","51,151","48,210","48,661","49,659","50,418","50,330","51,623","53,536","54,527","54,909","55,766","56,245","57,251","60,098","62,968","64,207","64,844","66,274","65,834","66,893","67,625","67,500","67,731","68,494","67,755","67,263","67,462","66,982","68,242","68,337","69,417","70,584"
Females,28,Females - 25 to 29,Females - 15 to 29,"42,307","43,496","45,382","46,539","46,646","49,063","50,273","52,115","52,452","51,851","49,418","49,434","51,331","51,835","51,468","51,728","53,025","54,941","55,920","56,294","57,150","57,637","58,660","61,511","64,383","65,637","66,273","67,690","67,257","68,307","69,031","68,914","69,137","69,907","69,164","68,672","68,868","68,396","69,651","69,785","70,849"
Females,29,Females - 25 to 29,Females - 15 to 29,"41,643","43,661","44,832","46,610","47,916","48,265","50,396","51,517","53,366","53,004","50,317","50,451","51,876","53,328","52,811","52,767","53,045","54,347","56,246","57,213","57,579","58,435","58,931","59,969","62,825","65,699","66,961","67,596","69,003","68,577","69,623","70,341","70,231","70,446","71,223","70,476","69,983","70,177","69,712","70,963","71,133"
Females,30,Females - 30 to 34,Females - 30 to 44,"41,012","42,730","44,710","45,938","47,604","49,343","49,563","51,580","52,517","53,863","51,660","51,166","52,661","53,692","54,235","54,002","53,984","54,279","55,566","57,448","58,405","58,765","59,622","60,126","61,178","64,039","66,911","68,181","68,816","70,213","69,797","70,841","71,552","71,449","71,656","72,440","71,689","71,196","71,388","70,929","72,177"
Females,31,Females - 30 to 34,Females - 30 to 44,"39,877","41,913","43,540","45,536","47,015","48,875","50,338","50,653","52,433","52,962","52,546","52,572","53,094","54,234","54,469","55,265","55,052","55,059","55,351","56,622","58,490","59,437","59,792","60,650","61,162","62,227","65,086","67,954","69,231","69,866","71,258","70,853","71,895","72,599","72,503","72,703","73,494","72,741","72,249","72,439","71,988"
Females,32,Females - 30 to 34,Females - 30 to 44,"38,908","40,615","42,683","44,376","46,466","48,110","49,918","51,159","51,532","52,752","51,740","53,177","54,266","54,492","54,940","55,396","56,213","56,018","56,029","56,318","57,577","59,431","60,370","60,721","61,579","62,099","63,173","66,031","68,896","70,179","70,818","72,206","71,810","72,851","73,549","73,458","73,653","74,450","73,695","73,204","73,393"
Females,33,Females - 30 to 34,Females - 30 to 44,"38,282","39,573","41,334","43,372","45,114","47,405","49,048","50,798","51,885","51,871","51,751","52,184","54,673","55,510","55,140","55,779","56,257","57,093","56,898","56,913","57,200","58,446","60,288","61,219","61,566","62,426","62,950","64,032","66,889","69,752","71,045","71,688","73,072","72,685","73,723","74,415","74,331","74,520","75,323","74,566","74,076"
Females,34,Females - 30 to 34,Females - 30 to 44,"37,986","38,820","40,129","41,868","43,985","46,056","48,303","49,710","51,479","52,174","51,027","52,187","53,538","55,781","56,093","55,903","56,558","57,057","57,894","57,697","57,717","58,002","59,237","61,068","61,992","62,337","63,195","63,722","64,812","67,668","70,532","71,834","72,481","73,860","73,481","74,518","75,205","75,126","75,311","76,119","75,361"
Females,35,Females - 35 to 39,Females - 30 to 44,"38,128","38,508","39,250","40,572","42,423","44,740","46,911","48,986","50,218","51,751","51,374","51,408","53,388","54,531","56,291","56,772","56,606","57,276","57,777","58,614","58,418","58,442","58,725","59,950","61,771","62,689","63,028","63,885","64,416","65,513","68,371","71,235","72,546","73,195","74,570","74,200","75,234","75,916","75,843","76,023","76,836"
Females,36,Females - 35 to 39,Females - 30 to 44,"38,944","38,644","38,953","39,691","41,046","42,996","45,406","47,572","49,586","50,435","51,027","51,559","52,426","54,208","54,940","56,830","57,339","57,194","57,862","58,364","59,201","59,005","59,034","59,317","60,531","62,342","63,253","63,586","64,442","64,976","66,082","68,939","71,801","73,119","73,771","75,142","74,779","75,812","76,490","76,423","76,599"
Females,37,Females - 35 to 39,Females - 30 to 44,"40,014","39,369","39,117","39,278","40,072","41,537","43,595","45,942","48,070","49,941","49,696","51,208","52,429","53,138","54,559","55,411","57,310","57,845","57,705","58,370","58,875","59,712","59,517","59,550","59,832","61,038","62,837","63,740","64,070","64,924","65,464","66,578","69,434","72,293","73,617","74,271","75,638","75,283","76,315","76,989","76,927"
Females,38,Females - 35 to 39,Females - 30 to 44,"40,417","40,449","39,781","39,541","39,609","40,493","42,159","44,051","46,461","48,400","49,377","49,860","51,975","53,051","53,452","54,968","55,837","57,745","58,290","58,155","58,818","59,324","60,162","59,968","60,006","60,287","61,483","63,272","64,167","64,493","65,349","65,894","67,014","69,869","72,725","74,054","74,711","76,074","75,727","76,757","77,427"
Females,39,Females - 35 to 39,Females - 30 to 44,"42,523","40,870","40,858","40,184","40,010","40,018","41,058","42,665","44,408","46,806","47,923","49,568","50,575","52,547","53,333","53,831","55,353","56,239","58,141","58,696","58,565","59,226","59,734","60,572","60,380","60,422","60,702","61,888","63,667","64,556","64,880","65,736","66,286","67,413","70,265","73,119","74,453","75,112","76,472","76,132","77,160"
Females,40,Females - 40 to 44,Females - 30 to 44,"43,816","42,996","41,315","41,259","40,450","40,407","40,521","41,540","43,071","44,588","46,379","48,012","50,214","51,106","52,801","53,673","54,186","55,712","56,601","58,498","59,062","58,935","59,594","60,104","60,943","60,752","60,797","61,076","62,253","64,022","64,906","65,230","66,086","66,640","67,773","70,623","73,474","74,813","75,474","76,831","76,497"
Females,41,Females - 40 to 44,Females - 30 to 44,"41,297","44,341","43,480","41,724","41,628","40,844","40,744","40,976","41,932","43,371","44,153","46,439","48,525","50,610","51,260","53,024","53,903","54,428","55,946","56,836","58,726","59,297","59,174","59,832","60,343","61,182","60,992","61,040","61,318","62,487","64,247","65,127","65,449","66,306","66,863","67,999","70,845","73,690","75,032","75,693","77,047"
Females,42,Females - 40 to 44,Females - 30 to 44,"40,977","41,703","44,709","43,846","42,156","42,069","41,333","41,007","41,343","42,241","43,053","44,237","46,901","48,875","50,736","51,462","53,223","54,110","54,636","56,146","57,038","58,921","59,497","59,379","60,035","60,548","61,385","61,196","61,247","61,524","62,687","64,439","65,315","65,636","66,493","67,053","68,193","71,033","73,872","75,217","75,880"
Females,43,Females - 40 to 44,Females - 30 to 44,"39,363","41,344","42,011","45,095","44,161","42,609","42,418","41,687","41,144","41,601","41,879","43,089","44,652","47,217","48,978","50,904","51,640","53,400","54,285","54,812","56,313","57,207","59,083","59,666","59,552","60,207","60,719","61,555","61,368","61,421","61,699","62,855","64,600","65,472","65,792","66,649","67,212","68,355","71,191","74,024","75,370"
Females,44,Females - 40 to 44,Females - 30 to 44,"38,002","39,737","41,663","42,255","45,461","44,593","42,871","42,635","41,859","41,233","41,320","41,809","43,471","44,944","47,309","49,128","51,060","51,806","53,556","54,438","54,966","56,460","57,355","59,226","59,814","59,704","60,356","60,869","61,704","61,518","61,575","61,854","63,004","64,741","65,610","65,929","66,786","67,351","68,497","71,329","74,157"
Females,45,Females - 45 to 49,Females - 45 to 59,"38,094","38,256","40,031","41,929","42,486","45,786","44,855","42,987","42,759","42,058","40,868","41,268","42,155","43,736","45,021","47,444","49,264","51,202","51,950","53,690","54,569","55,098","56,586","57,482","59,347","59,941","59,835","60,484","60,998","61,831","61,647","61,708","61,987","63,132","64,862","65,727","66,046","66,902","67,471","68,620","71,447"
Females,46,Females - 45 to 49,Females - 45 to 59,"38,132","38,392","38,575","40,316","42,166","42,804","45,942","45,025","43,053","42,827","41,746","40,820","41,576","42,392","43,797","45,138","47,566","49,386","51,322","52,071","53,801","54,679","55,209","56,691","57,588","59,449","60,047","59,943","60,591","61,105","61,938","61,756","61,820","62,100","63,240","64,964","65,826","66,144","67,000","67,571","68,723"
Females,47,Females - 45 to 49,Females - 45 to 59,"38,643","38,317","38,625","38,802","40,595","42,413","42,858","46,070","45,112","43,145","42,437","41,680","41,089","41,782","42,434","43,894","45,239","47,671","49,485","51,419","52,169","53,890","54,766","55,297","56,773","57,673","59,527","60,130","60,029","60,675","61,190","62,024","61,843","61,911","62,191","63,326","65,044","65,903","66,221","67,077","67,650"
Females,48,Females - 45 to 49,Females - 45 to 59,"38,907","38,953","38,458","38,837","39,011","40,831","42,493","42,913","46,068","45,191","42,689","42,341","41,912","41,274","41,810","42,517","43,982","45,331","47,760","49,567","51,500","52,250","53,964","54,838","55,371","56,841","57,741","59,591","60,198","60,100","60,744","61,260","62,095","61,916","61,986","62,268","63,397","65,110","65,967","66,284","67,139"
Females,49,Females - 45 to 49,Females - 45 to 59,"38,851","39,138","39,166","38,579","39,138","39,283","40,795","42,518","42,940","46,055","44,770","42,581","42,546","42,070","41,290","41,879","42,591","44,061","45,408","47,833","49,634","51,566","52,317","54,023","54,896","55,430","56,894","57,795","59,640","60,250","60,157","60,800","61,317","62,151","61,974","62,048","62,330","63,455","65,162","66,017","66,333"
Females,50,Females - 50 to 54,Females - 45 to 59,"38,700","38,999","39,349","39,449","38,729","39,418","39,278","40,709","42,562","42,938","45,612","44,648","42,770","42,682","42,063","41,345","41,939","42,657","44,126","45,470","47,892","49,687","51,617","52,369","54,067","54,939","55,474","56,933","57,835","59,674","60,289","60,199","60,841","61,359","62,194","62,018","62,095","62,377","63,498","65,200","66,052"
Females,51,Females - 50 to 54,Females - 45 to 59,"37,541","38,858","39,135","39,587","39,705","38,862","39,391","39,223","40,639","42,605","42,443","45,475","44,788","42,881","42,647","42,083","41,380","41,979","42,697","44,164","45,505","47,924","49,713","51,640","52,394","54,085","54,954","55,490","56,943","57,846","59,680","60,300","60,214","60,855","61,374","62,209","62,035","62,115","62,399","63,515","65,212"
Females,52,Females - 50 to 54,Females - 45 to 59,"37,088","37,647","39,065","39,239","39,718","39,962","38,994","39,246","39,233","40,671","42,122","42,312","45,584","44,867","42,838","42,649","42,095","41,406","42,005","42,722","44,188","45,526","47,941","49,724","51,649","52,405","54,087","54,955","55,491","56,938","57,843","59,673","60,297","60,214","60,854","61,375","62,209","62,038","62,121","62,406","63,518"
Females,53,Females - 50 to 54,Females - 45 to 59,"36,095","37,067","37,797","39,236","39,342","39,922","39,946","38,983","39,250","39,319","40,112","42,016","42,419","45,645","44,806","42,838","42,650","42,107","41,426","42,024","42,741","44,205","45,540","47,951","49,729","51,652","52,408","54,082","54,948","55,486","56,928","57,833","59,660","60,288","60,209","60,848","61,369","62,204","62,034","62,121","62,406"
Females,54,Females - 50 to 54,Females - 45 to 59,"35,364","36,229","37,104","37,977","39,374","39,460","39,914","39,971","39,064","39,380","38,841","39,928","42,115","42,484","45,572","44,789","42,842","42,655","42,116","41,444","42,041","42,757","44,219","45,551","47,959","49,731","51,652","52,408","54,074","54,938","55,477","56,914","57,821","59,643","60,275","60,199","60,838","61,360","62,195","62,028","62,117"
Females,55,Females - 55 to 59,Females - 45 to 59,"34,910","35,410","36,336","37,107","38,152","39,539","39,515","39,910","40,014","39,408","38,811","38,692","40,031","42,170","42,417","45,543","44,777","42,849","42,657","42,122","41,458","42,054","42,769","44,230","45,560","47,964","49,729","51,647","52,404","54,062","54,925","55,465","56,897","57,805","59,623","60,259","60,187","60,824","61,348","62,182","62,017"
Females,56,Females - 55 to 59,Females - 45 to 59,"33,955","34,990","35,490","36,465","37,103","38,347","39,516","39,526","40,039","40,350","38,908","38,612","38,801","40,095","42,101","42,399","45,524","44,774","42,859","42,663","42,132","41,476","42,072","42,787","44,246","45,573","47,973","49,732","51,647","52,404","54,056","54,918","55,459","56,886","57,796","59,608","60,248","60,180","60,817","61,341","62,176"
Females,57,Females - 55 to 59,Females - 45 to 59,"32,889","33,998","35,112","35,521","36,628","37,191","38,354","39,443","39,615","40,525","39,708","38,717","38,712","38,864","40,031","42,073","42,383","45,507","44,766","42,865","42,664","42,137","41,490","42,085","42,800","44,258","45,582","47,977","49,730","51,642","52,400","54,045","54,905","55,448","56,870","57,781","59,589","60,233","60,168","60,804","61,330"
Females,58,Females - 55 to 59,Females - 45 to 59,"32,520","32,970","34,034","35,184","35,602","36,815","37,276","38,318","39,487","40,006","39,893","39,457","38,806","38,761","38,798","40,003","42,044","42,365","45,482","44,749","42,862","42,657","42,135","41,497","42,092","42,807","44,262","45,583","47,972","49,719","51,629","52,388","54,025","54,884","55,429","56,845","57,758","59,561","60,208","60,148","60,783"
Females,59,Females - 55 to 59,Females - 45 to 59,"31,197","32,584","33,001","34,027","35,240","35,655","36,816","37,294","38,361","39,845","39,465","39,669","39,530","38,843","38,686","38,768","39,973","42,013","42,339","45,447","44,724","42,851","42,643","42,126","41,496","42,091","42,805","44,257","45,575","47,959","49,700","51,608","52,367","53,997","54,855","55,401","56,812","57,726","59,524","60,176","60,119"
Females,60,Females - 60 to 64,Females - 60 to 74,"31,064","31,256","32,597","33,074","34,056","35,295","35,769","36,722","37,446","38,866","39,185","39,186","39,726","39,552","38,760","38,643","38,734","39,941","41,973","42,304","45,403","44,689","42,831","42,619","42,108","41,487","42,081","42,794","44,244","45,558","47,937","49,672","51,577","52,337","53,960","54,817","55,364","56,770","57,685","59,478","60,133"
Females,61,Females - 60 to 64,Females - 60 to 74,"30,458","31,159","31,364","32,662","33,143","34,075","35,215","35,718","36,740","37,981","38,177","38,895","39,231","39,735","39,459","38,709","38,599","38,699","39,901","41,925","42,261","45,351","44,647","42,803","42,588","42,082","41,470","42,063","42,775","44,222","45,534","47,908","49,636","51,539","52,299","53,915","54,770","55,318","56,720","57,636","59,424"
Females,62,Females - 60 to 64,Females - 60 to 74,"29,365","30,493","31,260","31,393","32,635","33,202","34,074","35,049","35,783","37,206","37,416","37,881","38,923","39,225","39,629","39,393","38,652","38,549","38,653","39,850","41,866","42,206","45,287","44,592","42,764","42,547","42,045","41,442","42,034","42,745","44,190","45,498","47,866","49,589","51,488","52,248","53,857","54,711","55,261","56,658","57,574"
Females,63,Females - 60 to 64,Females - 60 to 74,"29,901","29,394","30,541","31,302","31,430","32,628","33,159","33,935","35,035","36,347","36,502","37,089","37,876","38,887","39,099","39,537","39,310","38,579","38,476","38,585","39,777","41,784","42,129","45,199","44,514","42,702","42,482","41,986","41,392","41,983","42,694","44,135","45,441","47,802","49,518","51,414","52,175","53,776","54,630","55,181","56,572"
Females,64,Females - 60 to 64,Females - 60 to 74,"30,982","29,893","29,433","30,567","31,371","31,532","32,567","33,022","33,984","35,476","35,640","36,195","37,040","37,801","38,730","38,976","39,420","39,201","38,475","38,373","38,486","39,673","41,671","42,021","45,080","44,405","42,608","42,387","41,896","41,311","41,901","42,612","44,050","45,352","47,707","49,417","51,308","52,070","53,664","54,516","55,069"
Females,65,Females - 65 to 69,Females - 60 to 74,"26,073","30,884","29,876","29,440","30,551","31,503","31,449","32,475","32,961","34,462","34,687","35,259","36,105","36,928","37,613","38,573","38,827","39,275","39,060","38,339","38,239","38,356","39,537","41,527","41,881","44,929","44,264","42,483","42,260","41,775","41,199","41,789","42,499","43,934","45,233","47,581","49,284","51,171","51,933","53,520","54,371"
Females,66,Females - 65 to 69,Females - 60 to 74,"24,968","25,990","30,782","29,842","29,457","30,612","31,380","31,366","32,397","33,279","33,822","34,329","35,117","35,947","36,702","37,414","38,380","38,640","39,089","38,877","38,162","38,065","38,186","39,362","41,342","41,701","44,735","44,080","42,316","42,093","41,614","41,047","41,637","42,347","43,778","45,073","47,413","49,109","50,991","51,754","53,333"
Females,67,Females - 65 to 69,Females - 60 to 74,"24,197","24,772","25,889","30,612","29,802","29,444","30,502","31,193","31,259","32,683","32,670","33,505","34,144","34,923","35,694","36,472","37,188","38,159","38,421","38,871","38,663","37,954","37,859","37,984","39,156","41,126","41,489","44,509","43,864","42,117","41,894","41,422","40,865","41,455","42,164","43,591","44,881","47,213","48,903","50,780","51,542"
